日期,開盤,最高,最低,收盤,漲跌,RSV,%K,%D,state,days,y,DI,EMA12,EMA26,DIF,MACD,mstate,mdays
2017/8/14,81.45,81.6,80.75,80.75,-0.5,-0.294117647,10.47662499,35.26545446,0,3,0.55,80.9625,81.87992827,81.63138204,0.248546221,0.5139125,0,16
2017/8/11,80.85,81.35,80.75,81.25,-0.35,-0.0625,30.42081983,47.65986919,0,2,-0.5,81.15,82.04673341,81.68489261,0.361840797,0.58025407,0,15
2017/8/10,82.35,82.45,81.35,81.6,-0.55,0.15625,48.75622975,56.27939387,0,1,-0.35,81.75,82.20977584,81.72768402,0.482091826,0.634857388,0,14
2017/8/9,82.55,82.6,82.05,82.15,-0.75,0.484848485,65.32184463,60.04097593,1,5,-0.55,82.2375,82.29337145,81.72589874,0.567472712,0.673048779,0,13
2017/8/8,83.05,83.25,82.55,82.9,-0.05,0.939393939,73.7403427,57.40054159,1,4,-0.75,82.9,82.3035299,81.68497064,0.618559258,0.699442795,0,12
2017/8/7,82.45,83,82.45,82.95,0.6,0.96969697,63.64081708,49.23064103,1,3,-0.05,82.8375,82.19508079,81.58776829,0.607312498,0.71966368,0,11
2017/8/4,82.15,82.35,82.05,82.35,0.15,0.606060606,46.97637713,42.02555301,1,2,0.6,82.275,82.07827729,81.48778975,0.590487541,0.747751475,0,10
2017/8/3,81.85,82.35,81.7,82.2,-0.3,0.515151515,40.16153539,39.55014095,1,1,0.15,82.1125,82.04250953,81.42481293,0.617696596,0.787067459,0,9
2017/8/2,82,82.65,82,82.5,0.7,0.696969697,34.48472733,39.24444373,0,4,-0.3,82.4125,82.02978399,81.36979797,0.659986021,0.829410174,0,8
2017/8/1,82.15,82.15,81.55,81.8,0.45,0.272727273,16.87860615,41.62430194,0,3,0.7,81.825,81.96019926,81.2863818,0.673817454,0.871766213,0,7
2017/7/31,81.45,81.5,81.05,81.35,-0.75,-0.833333333,11.68154558,53.99714983,0,2,0.45,81.3125,81.98478094,81.24329235,0.741488593,0.921253403,0,6
2017/7/28,82.4,82.45,81.95,82.1,-0.9,0,59.18898504,75.15495196,0,1,-0.75,82.15,82.10701384,81.23775574,0.869258103,0.966194605,0,5
2017/7/27,82.2,83,82.2,83,0.85,1.461538462,88.78347756,83.13793542,1,1,-0.9,82.8,82.09919817,81.16477619,0.934421979,0.99042873,0,4
2017/7/26,82.55,82.75,82.05,82.15,-0.3,0.153846154,60.09829326,80.31516435,0,4,0.85,82.275,81.97177966,81.03395829,0.937821369,1.004430418,0,3
2017/7/25,82.3,82.5,82.1,82.45,0.15,0.782608696,82.4551322,90.42359989,0,3,-0.3,82.375,81.91664869,80.93467495,0.981973735,1.021082681,0,2
2017/7/24,81.95,82.3,81.75,82.3,0.2,0.652173913,84.55226352,94.40783373,0,2,0.15,82.1625,81.83331208,80.81944895,1.013863136,1.030859917,0,1
2017/7/21,82.6,82.6,82.05,82.1,-0.55,0.744680851,94.21969963,99.33561883,0,1,0.2,82.2125,81.77345974,80.71200486,1.061454872,1.035109112,1,7
2017/7/20,82.85,82.9,82.55,82.65,-0.05,0.981818182,104.0955069,101.8935784,1,8,-0.55,82.6875,81.69363423,80.59196525,1.10166898,1.028522673,1,6
2017/7/19,82.35,83,82.35,82.7,0.3,1.12244898,107.0523513,100.7926142,1,7,-0.05,82.6875,81.51293137,80.42432247,1.088608894,1.010236096,1,5
2017/7/18,82.2,82.4,81.85,82.4,0.2,1.088888889,104.4560779,97.66274567,1,6,0.3,82.2625,81.29937343,80.24326827,1.056105163,0.990642896,1,4
2017/7/17,82.5,82.55,82,82.2,0.15,1,102.2396724,94.26607956,1,5,0.2,82.2375,81.12425951,80.08172973,1.04252978,0.974277329,1,3
2017/7/14,82,82.15,81.8,82.05,-0.15,0.933333333,103.3595086,90.27928313,1,4,0.15,82.0125,80.92185215,79.90926811,1.01258404,0.957214217,1,2
2017/7/13,81.95,82.4,81.75,82.2,0.65,1.40625,108.3725962,83.7391704,1,3,-0.15,82.1375,80.72355254,79.74100956,0.982542983,0.943371761,1,1
2017/7/12,81.5,81.8,81.3,81.55,0,1,92.24639435,71.42245748,1,2,0.65,81.55,80.46647119,79.54929033,0.917180862,0.933578956,0,5
2017/7/11,80.7,81.55,80.55,81.55,1.2,2,88.36959153,61.01048904,1,1,0,81.3,80.26946595,79.38923355,0.880232397,0.937678479,0,4
2017/7/10,80,80.45,80,80.35,0.4,0.296296296,32.5543873,47.3309378,0,9,1.2,80.2875,80.08209612,79.23637224,0.845723886,0.952039999,0,3
2017/7/7,80.25,80.25,79.8,79.95,-0.45,-0.035714286,34.01676613,54.71921305,0,8,0.4,79.9875,80.04474996,79.15228202,0.892467948,0.978619028,0,2
2017/7/6,80.75,80.75,80.2,80.4,-0.35,0.411764706,52.81086348,65.07043651,0,7,-0.45,80.4375,80.05515905,79.08546458,0.969694471,1.000156798,0,1
2017/7/5,80.1,80.75,79.75,80.75,0.75,0.617647059,58.62805993,71.20022303,0,6,-0.35,80.5,79.98564251,78.97730174,1.008340768,1.00777238,1,12
2017/7/4,80.45,80.6,80,80,-0.45,0.243243243,57.05973695,77.48630457,0,5,0.75,80.15,79.89212297,78.85548588,1.036637085,1.007630283,1,11
2017/7/3,80.4,80.6,80.2,80.45,0.05,0.512820513,73.42744326,87.69958839,0,4,-0.45,80.425,79.84523623,78.75192475,1.093311481,1.000378582,1,10
2017/6/30,80.1,80.4,79.8,80.4,-0.25,0.649122807,84.50013925,94.83566095,0,3,0.05,80.25,79.73982464,78.61807873,1.121745907,0.977145357,1,9
2017/6/29,81,81.05,80.5,80.65,0.1,0.797297297,94.29406853,100.0034218,0,2,-0.25,80.7125,79.64706548,78.48752503,1.159540452,0.94099522,1,8
2017/6/28,80.9,81.05,80.3,80.55,-0.75,0.811111111,101.5762379,102.8580984,0,1,0.1,80.6125,79.45335012,78.30952704,1.143823083,0.886358912,1,7
2017/6/27,81.4,81.5,81,81.3,-0.1,0.978021978,111.8088013,103.4990287,1,7,-0.75,81.275,79.24259559,78.1252892,1.117306396,0.821992869,1,6
2017/6/26,79.8,81.5,79.8,81.4,1.7,1.568965517,118.8121031,99.34414236,1,6,-0.1,81.025,78.87306752,77.87331233,0.999755186,0.748164487,1,5
2017/6/23,79.75,80.05,79.65,79.7,-0.05,0.982758621,99.76987879,89.61016198,1,5,1.7,79.775,78.48180707,77.62117732,0.860629749,0.685266813,1,4
2017/6/22,79.6,79.85,79.55,79.75,0.2,1.074074074,100.5168872,84.53030358,1,4,-0.05,79.725,78.24668108,77.44887151,0.797809576,0.641426079,1,3
2017/6/21,79.2,79.9,78.85,79.55,0.1,1.038461538,97.07162703,76.53701179,1,3,0.2,79.4625,77.97789582,77.26678123,0.711114597,0.602330204,1,2
2017/6/20,78.6,79.65,78.6,79.45,0.9,1.529411765,93.68436362,66.26970417,1,2,0.1,79.2875,77.70796779,77.09112372,0.616844067,0.575134106,1,1
2017/6/19,77.7,78.55,77.7,78.55,0.85,1.214285714,64.05595719,52.56237445,1,1,0.9,78.3375,77.42078012,76.91541362,0.505366495,0.564706616,0,5
2017/6/16,76.9,77.7,76.85,77.7,0.8,0.607142857,35.36965007,46.81558308,0,6,0.85,77.4875,77.25410378,76.80164671,0.452457063,0.579541646,0,4
2017/6/15,76.8,76.9,76.6,76.9,0.05,0.035714286,22.69733225,52.53854958,0,5,0.8,76.825,77.2116681,76.74677845,0.464889649,0.611312792,0,3
2017/6/14,77.4,77.4,76.5,76.85,-0.4,-0.272727273,32.26028408,67.45915825,0,4,0.05,76.9,77.28197139,76.74052073,0.541450663,0.647918577,0,2
2017/6/13,77.15,77.3,77,77.25,0.1,0.259259259,62.02678976,85.05859534,0,3,-0.4,77.2,77.35142073,76.72776238,0.623658349,0.674535556,0,1
2017/6/12,77.15,77.5,77.05,77.15,-0.85,0.371428571,80.07722168,96.57449813,0,2,0.1,77.2125,77.37895177,76.68998337,0.6889684,0.687254857,1,11
2017/6/9,78.05,78.35,77.95,78,-0.25,0.857142857,101.5444039,104.8231364,0,1,-0.85,78.075,77.40921573,76.64818204,0.76103369,0.686826472,1,10
2017/6/8,77.95,78.25,77.8,78.25,0.3,1.166666667,109.4594631,106.4625026,1,7,-0.25,78.1375,77.28816405,76.53403661,0.754127441,0.668274667,1,9
2017/6/7,77.9,78.1,77.7,77.95,0,0.970588235,105.8558613,104.9640223,1,6,0.3,77.925,77.13373933,76.40575954,0.727979794,0.646811474,1,8
2017/6/6,77.95,77.95,77.7,77.95,-0.05,0.970588235,110.2543801,104.5181028,1,5,0,77.8875,76.98987375,76.2842203,0.705653455,0.626519393,1,7
2017/6/5,77.35,78,77.25,78,0.6,1.444444444,116.8521584,101.6499642,1,4,-0.05,77.8125,76.82666898,76.15595792,0.670711059,0.606735878,1,6
2017/6/3,77.25,77.4,77.25,77.4,0.2,1.148148148,103.0560154,94.0488671,1,3,0.6,77.3625,76.64742698,76.02343456,0.623992422,0.590742083,1,5
2017/6/2,77.3,77.3,77.05,77.2,0.3,1.173913043,97.17661569,89.54529295,1,2,0.2,77.1875,76.5174137,75.91630932,0.601104381,0.582429498,1,4
2017/6/1,76.5,76.9,76.5,76.9,0.4,0.913043478,87.06927136,85.72963158,1,1,0.3,76.8,76.39557983,75.81461407,0.580965763,0.577760777,1,3
2017/5/31,76.95,77.5,76.4,76.5,-0.45,0.565217391,84.95173312,85.05981168,0,1,0.4,76.725,76.32204889,75.73578319,0.586265697,0.576959531,1,2
2017/5/26,77,77.15,76.75,76.95,-0.05,0.956521739,99.16673012,85.11385097,1,2,-0.45,76.95,76.24878505,75.65664585,0.592139204,0.574632989,1,1
2017/5/25,76.7,77,76.45,77,0.7,1.769230769,100.9240082,78.08741139,1,1,-0.05,76.8625,76.12129142,75.55317752,0.568113909,0.570256436,0,5
2017/5/24,76.35,76.45,76.25,76.3,-0.05,0.692307692,62.92447387,66.66911297,0,9,0.7,76.325,75.98652623,75.44843172,0.538094512,0.570792067,0,4
2017/5/23,76.05,76.45,76,76.35,0.3,0.769230769,59.77132619,68.54143252,0,8,-0.05,76.2875,75.92498554,75.37830625,0.54667929,0.578966456,0,3
2017/5/22,75.95,76.15,75.75,76.05,0.2,0.307692308,51.19545083,72.92648569,0,7,0.3,76,75.85907382,75.30557075,0.55350307,0.587038248,0,2
2017/5/19,75.65,75.9,75.65,75.85,-0.05,0.1875,61.40856085,83.79200312,0,6,0.2,75.8125,75.83345088,75.25001642,0.583434469,0.595422042,0,1
2017/5/18,75.65,75.9,75.3,75.9,-0.4,0.555555556,82.73784128,94.98372425,0,5,-0.05,75.75,75.83726014,75.20501773,0.632242407,0.598418935,1,16
2017/5/17,76.3,76.4,76.05,76.3,-0.2,0.851851852,96.32898414,101.1066657,0,4,-0.4,76.2625,75.85312561,75.16141915,0.691706468,0.589963068,1,15
2017/5/16,76.5,76.6,76.25,76.5,0,1,101.9008836,103.4955065,0,3,-0.2,76.4625,75.77869391,75.07333268,0.70536123,0.564527218,1,14
2017/5/15,76.3,76.55,76.2,76.5,0.2,1,102.8513254,104.292818,0,2,0,76.4375,75.65436553,74.96219929,0.692166235,0.529318715,1,13
2017/5/12,76.25,76.5,76.15,76.3,-0.2,0.897435897,104.2769881,105.0135643,0,1,0.2,76.3125,75.51197744,74.84417524,0.667802206,0.488606834,1,12
2017/5/11,76.1,76.5,76,76.5,0.25,1.142857143,111.5436873,105.3818524,1,14,-0.2,76.375,75.36642789,74.72670926,0.639718631,0.443807992,1,11
2017/5/10,76.15,76.35,76,76.25,0.3,1.206896552,110.1726739,102.3009349,1,13,0.25,76.2125,75.18305114,74.594846,0.588205142,0.394830332,1,10
2017/5/9,75.7,76.5,75.7,75.95,0.25,1.185185185,104.9141832,98.36506534,1,12,0.3,76.025,74.99587862,74.46543368,0.530444942,0.346486629,1,9
2017/5/8,75.55,75.7,75.25,75.7,0.55,1.025,98.11201559,95.09050639,1,11,0.25,75.5875,74.80876564,74.34066837,0.468097269,0.300497051,1,8
2017/5/5,75.45,75.45,75.1,75.15,-0.5,0.76744186,95.91802339,93.57975179,1,10,0.55,75.2125,74.66717757,74.24092184,0.426255734,0.258596997,1,7
2017/5/4,75.55,75.65,75.35,75.65,0.1,1.036363636,105.5049421,92.410616,1,9,-0.5,75.575,74.56802804,74.16319559,0.404832455,0.216682312,1,6
2017/5/3,75.3,75.65,75.3,75.55,0.35,1.145833333,106.4392313,85.86345297,1,8,0.1,75.5125,74.38494223,74.05025123,0.334690997,0.169644777,1,5
2017/5/2,75,75.4,75,75.2,0.65,1.371428571,102.3671802,75.57556381,1,7,0.35,75.2,74.17993173,73.93327133,0.246660395,0.128383221,1,4
2017/4/28,74.5,74.6,74.3,74.55,0.05,1,84.97934179,62.1797556,1,6,0.65,74.5,73.99446477,73.83193304,0.16253173,0.098813928,1,3
2017/4/27,74.35,74.5,74.15,74.5,-0.05,0.971428571,77.46901268,50.77996251,1,5,0.05,74.4125,73.90254927,73.77848768,0.12406159,0.082884478,1,2
2017/4/26,74.7,74.7,74.4,74.55,0.2,1.09375,67.63209045,37.43543742,1,4,-0.05,74.55,73.80983096,73.7277667,0.082064261,0.0725902,1,1
2017/4/25,73.85,74.4,73.7,74.35,0.7,0.96875,46.76063568,22.3371109,1,3,0.2,74.2,73.67525477,73.66198803,0.013266735,0.070221684,0,13
2017/4/24,73.9,73.95,73.45,73.65,0.15,0.53125,21.70345352,10.12534851,1,2,0.7,73.675,73.57984654,73.61894707,-0.039100532,0.084460422,0,12
2017/4/21,73.25,73.5,73.1,73.5,0.7,0.4375,5.992680282,4.336296006,1,1,0.15,73.4,73.56254591,73.61446284,-0.051916926,0.11535066,0,11
2017/4/20,72.55,72.9,72.5,72.8,0,0,-12.88597958,3.508103868,0,5,0.7,72.75,73.59209971,73.63161987,-0.039520151,0.157167557,0,10
2017/4/19,73.1,73.25,72.65,72.8,-0.8,-0.882352941,-19.32896936,11.70514559,0,4,0,72.875,73.74520875,73.70214946,0.043059299,0.206339483,0,9
2017/4/18,73.85,74,73.5,73.6,0,0.045454545,15.12419301,27.22220307,0,3,-0.8,73.675,73.90342853,73.76832141,0.135107116,0.24715953,0,8
2017/4/17,73.55,73.8,73.35,73.6,0.05,0.045454545,20.41356224,33.27120809,0,2,0,73.5875,73.94496099,73.77578712,0.169173862,0.275172633,0,7
2017/4/14,73.9,73.9,73.5,73.55,-0.85,-0.157894737,28.34761609,39.70003102,0,1,0.05,73.625,74.00995389,73.79085009,0.219103799,0.301672326,0,6
2017/4/13,73.9,74.45,73.9,74.4,0.35,0.736842105,50.41616098,45.37623848,1,1,-0.85,74.2875,74.07994551,73.8041181,0.275827408,0.322314458,0,5
2017/4/12,73.9,74.1,73.65,74.05,0.15,0.368421053,38.78213621,42.85627723,0,2,0.35,73.9625,74.04220833,73.76544755,0.27676078,0.33393622,0,4
2017/4/11,74.1,74.4,73.75,73.9,-0.3,0.210526316,39.75215169,44.89334774,0,1,0.15,73.9875,74.05670075,73.74968335,0.3070174,0.34823008,0,3
2017/4/10,74.1,74.25,74,74.2,0.1,0.526315789,49.10191174,47.46394576,1,3,-0.3,74.1625,74.06928271,73.73065802,0.338624687,0.35853325,0,2
2017/4/7,74.3,74.3,73.4,74.1,-0.3,0.421052632,47.33707814,46.64496278,1,2,0.1,73.975,74.05233411,73.69611066,0.356223447,0.36351039,0,1
2017/4/6,74.8,74.8,74.3,74.4,-0.25,0.736842105,49.95298563,46.2989051,1,1,-0.3,74.475,74.06639486,73.67379952,0.392595342,0.365332126,1,14
2017/4/5,73.95,74.8,73.95,74.65,0.95,0.791666667,38.08737318,44.47186483,0,8,-0.25,74.5125,73.99210302,73.60970348,0.382399536,0.358516322,1,13
2017/3/31,73.95,74.1,73.7,73.7,-0.2,-0.2,17.54772644,47.66411066,0,7,0.95,73.8,73.89748538,73.53747976,0.360005624,0.352545519,1,12
2017/3/30,74,74.25,73.9,73.9,-0.1,-0.052631579,36.32158965,62.72230277,0,6,-0.2,73.9875,73.91521,73.51647814,0.398731859,0.350680492,1,11
2017/3/29,74.45,74.5,74,74,-0.25,0.181818182,57.11396343,75.92265932,0,5,-0.1,74.125,73.90206636,73.47879639,0.423269971,0.338667651,1,10
2017/3/28,74.55,74.6,73.95,74.25,0.05,0.682926829,76.58003605,85.32700727,0,4,-0.25,74.2625,73.86153297,73.4271001,0.434432871,0.317517071,1,9
2017/3/27,74,74.4,73.85,74.2,-0.05,0.658536585,80.72371261,89.70049288,0,3,0.05,74.1625,73.78862987,73.36026811,0.428361766,0.288288121,1,8
2017/3/24,74.35,74.4,74.1,74.25,-0.1,0.729166667,88.15873965,94.18888301,0,2,-0.05,74.25,73.72065349,73.29608956,0.424563931,0.253269709,1,7
2017/3/23,74.6,74.65,74.15,74.35,0.15,0.810344828,95.77977614,97.2039547,0,1,-0.1,74.375,73.62440867,73.21977672,0.404631946,0.210446154,1,6
2017/3/22,74.25,74.25,74,74.2,-0.7,0.75862069,103.1524228,97.91604398,1,8,0.15,74.1625,73.48793752,73.12735886,0.360578657,0.161899706,1,5
2017/3/21,74.3,74.9,74.3,74.9,0.95,1.45,116.7975998,95.29785455,1,7,-0.7,74.75,73.36528979,73.04454757,0.320742224,0.112229968,1,4
2017/3/20,73.95,74.15,73.85,73.95,-0.05,0.975,102.6963996,84.54798195,1,6,0.95,73.975,73.1135243,72.90811137,0.205412927,0.060101903,1,3
2017/3/17,73.85,74.1,73.75,74,0.2,1.111111111,105.2945995,75.47377311,1,5,-0.05,73.9625,72.95689236,72.82276028,0.134132072,0.023774148,1,2
2017/3/16,73.3,73.85,73.3,73.8,0.95,1.8,102.3863436,60.56335994,1,4,0.2,73.6875,72.7740546,72.73158111,0.042473495,-0.003815333,1,1
2017/3/15,72.8,73,72.6,72.85,-0.15,0.85,63.57951544,39.65186809,1,3,0.95,72.825,72.60797362,72.65510759,-0.047133975,-0.015387541,0,11
2017/3/14,72.6,73.1,72.6,73,0.5,1.176470588,52.86927316,27.68804441,1,2,-0.15,72.925,72.56851428,72.6415162,-0.073001924,-0.007450932,0,10
2017/3/13,72.15,72.5,72.15,72.5,0.5,0.434782609,20.48038033,15.09743004,1,1,0.5,72.4125,72.50369869,72.6188375,-0.115138806,0.008936816,0,9
2017/3/10,71.95,72.05,71.55,72,-0.05,-0.045454545,8.98144006,12.40595489,0,1,0.5,71.9,72.52028027,72.6353445,-0.115064226,0.039955722,0,8
2017/3/9,72.6,72.6,71.95,72.05,-0.8,-0.041666667,15.74488736,14.11821231,1,3,-0.05,72.1625,72.6330585,72.69417206,-0.061113554,0.078710709,0,7
2017/3/8,72.65,72.85,72.45,72.85,0.4,0.625,25.70066438,13.30487479,1,2,-0.8,72.75,72.7186146,72.73670582,-0.018091227,0.113666774,0,6
2017/3/7,72.25,72.6,72.25,72.45,0.3,0.291666667,7.300996567,7.106979989,1,1,0.4,72.4375,72.71290816,72.73564229,-0.02273413,0.146606275,0,5
2017/3/6,72.05,72.25,72,72.15,0.05,0.035714286,-3.631838483,7.009971701,0,9,0.3,72.1375,72.76298237,72.75949367,0.003488697,0.188941376,0,4
2017/3/3,72.3,72.35,72,72.1,-0.45,-0.217391304,-7.23347201,12.33087679,0,8,0.05,72.1375,72.87670644,72.80925317,0.067453271,0.235304546,0,3
2017/3/2,72.95,73.25,72.25,72.55,0.2,0.173913043,0.019357202,22.11305119,0,7,-0.45,72.65,73.01110761,72.86299342,0.148114188,0.277267364,0,2
2017/3/1,73.1,73.1,72.35,72.35,-0.8,-0.9375,-8.666616371,33.15989819,0,6,0.2,72.5375,73.07676353,72.88003289,0.196730643,0.309555658,0,1
2017/2/24,73.05,73.3,72.85,73.15,0.05,0.0625,33.87507544,54.07315547,0,5,-0.8,73.1125,73.17481145,72.90743552,0.267375927,,,
2017/2/23,73.25,73.55,73.1,73.1,-0.2,0.157894737,47.68761317,64.17219548,0,4,0.05,73.2125,73.18614081,72.89103037,0.295110439,,,
2017/2/22,73.6,73.7,73.15,73.3,0.05,0.454545455,63.63668291,72.41448664,0,3,-0.2,73.3625,73.18134822,72.86531279,0.316035429,,,
2017/2/21,73.2,73.4,73.05,73.25,0.15,0.657894737,72.72775163,76.8033885,0,2,0.05,73.2375,73.14841154,72.82553782,0.322873719,,,
2017/2/20,73.55,73.65,73.1,73.1,-0.4,0.627906977,76.19689061,78.84120694,0,1,0.15,73.2375,73.13221364,72.79258084,0.339632791,,,
2017/2/18,73.3,73.55,73.2,73.5,0.15,0.813953488,82.89998707,80.16336511,1,6,-0.4,73.4375,73.11307066,72.75698731,0.356083349,,,
2017/2/17,73.65,73.7,73.35,73.35,-0.1,0.744186047,83.65230619,78.79505412,1,5,0.15,73.4375,73.05408351,72.7025463,0.351537211,,,
2017/2/16,74,74.2,73.35,73.45,-0.45,0.790697674,88.26915696,76.36642809,1,4,-0.1,73.6125,72.98437142,72.64375,0.340621418,,,
2017/2/15,73.3,73.9,73.2,73.9,0.7,1.387096774,92.86885173,70.41506365,1,3,-0.45,73.725,72.87016622,,,,,
2017/2/14,73.4,73.5,73.1,73.2,0.25,0.935483871,69.94843888,59.18816961,1,2,0.7,73.25,72.7147419,,,,,
2017/2/13,72.8,73.1,72.8,72.95,0.15,0.774193548,58.14846477,53.80803498,1,1,0.25,72.95,72.61742224,,,,,
2017/2/10,72.1,72.95,72.1,72.8,0.8,0.677419355,48.51301974,51.63782008,0,3,0.15,72.6625,72.55695356,,,,,
2017/2/9,71.75,72.2,71.65,72,0.25,0.161290323,38.89856186,53.20022026,0,2,0.8,71.9625,72.5377633,,,,,
2017/2/8,71.9,71.9,71.35,71.75,-1.55,-0.148148148,50.28332666,60.35104946,0,1,0.25,71.6875,72.64235662,,,,,
2017/2/7,73.1,73.45,73.1,73.3,0.05,1,82.8323974,65.38491085,1,7,-1.55,73.2875,72.81596692,,,,,
2017/2/6,73,73.4,72.95,73.25,0.4,0.962962963,74.2485961,56.66116758,1,6,0.05,73.2125,72.73023363,,,,,
2017/2/3,72.95,73.15,72.65,72.85,-0.05,0.666666667,63.224746,47.86745332,1,5,0.4,72.875,72.64254884,,,,,
2017/2/2,73.5,73.65,72.75,72.9,-0.4,0.703703704,61.50378567,40.18880697,1,4,-0.05,73.05,72.60028499,,,,,
2017/1/24,73,73.3,72.9,73.3,0.55,1.125,57.07049332,29.53131762,1,3,-0.4,73.2,72.51851862,,,,,
2017/1/23,72.55,73,72.55,72.75,0.6,0.666666667,29.35573998,15.76172977,1,2,0.55,72.7625,72.39461292,,,,,
2017/1/20,71.95,72.25,71.95,72.15,0.2,0.166666667,10.70027664,8.964724665,1,1,0.6,72.125,72.32772436,,,,,
2017/1/19,71.85,72.1,71.6,71.95,-0.2,-0.043478261,7.71708163,8.096948677,0,1,0.2,71.9,72.36458333,,,,,
2017/1/18,72.2,72.2,72.05,72.15,-0.15,0.130434783,13.74953549,8.2868822,1,3,-0.2,72.1375,,,,,,
2017/1/17,72,72.4,72,72.3,0.3,0.346153846,14.1025641,5.555555556,1,2,-0.15,72.25,,,,,,
2017/1/16,72.4,72.4,71.8,72,-0.6,0.115384615,3.846153846,1.282051282,1,1,0.3,72.05,,,,,,
2017/1/13,72.8,72.8,72.6,72.6,-0.55,,,,,,-0.6,72.65,,,,,,
2017/1/12,72.6,73.3,72.6,73.15,0.75,,,,,,-0.55,73.05,,,,,,
2017/1/11,72.8,72.85,72.4,72.4,0,,,,,,0.75,72.5125,,,,,,
2017/1/10,72.45,72.6,72.4,72.4,-0.05,,,,,,0,72.45,,,,,,
2017/1/9,72.75,72.95,72.3,72.45,-0.2,,,,,,-0.05,72.5375,,,,,,
2017/1/6,72.45,72.75,72.45,72.65,0.15,,,,,,-0.2,72.625,,,,,,
2017/1/5,71.85,72.5,71.8,72.5,0.65,,,,,,0.15,72.325,,,,,,
2017/1/4,72,72.1,71.75,71.85,-0.05,,,,,,0.65,71.8875,,,,,,
